actor,movie_or_TV_name
Eric Etebari,"Shadows,Side Effects,Narcos: Mexico,3 Tickets to Paradise,Stoker Hills,Alone,Boss Level,The Undercovers,Undateable John,Secret Obsession,The Savant,American Bistro,Sarina: Angel Of Death,The Proposal,L'entree du Paradis,A-X-L,Roxana,The Brasoul Brothers,Eruption: LA,Soif (Thirst),Revulsive,Toxic Shark,Price for Freedom,Never Leave Alive,Deserters,Farm 1,StartUp,2 Lava 2 Lantula!,The Infiltrator,The Persian Connection,The Cheerleader Murders,Scream at the Devil,Ominous,Other People's Children,Rock Story,Kidnapped: The Hannah Anderson Story,Love Bid,R.A. The Rugged Man: Media Midgets,A Christmas Mystery,El Otro Lado (the Other Side),High School Possession,Baited,The Maestro,Snapshot,Walk of Shame,Castle,Interrogation,Bullet,Unburdened,BlackJacks,West,The Art of Being Fine,Beneath,The Contractor,Payday 2,Payday,Lady of RAGE,Castlevania: Hymn of Blood,Stand Up Guys,Within,Stolen Child,NCIS: Los Angeles,Glee,Expulsion,The Life Zone,The Great Fight,Stuck in the Middle,The Grand Theft,The Lincoln Lawyer,Oil Slick,Bare Knuckles,Casting Call,An Affirmative Act,Immortally Yours,The Drum Beats Twice,American Heiress,Rockaway,Polycarp,Vegas Vampires,Truth Be Told,CSI: Miami,Into the Maelstrom,Sorrows Lost,Cellular,Skeleton Man,Line of Fire,2 Fast 2 Furious,Witchblade,The Honorable,Nice Pants,Witchblade,The Doorman,The Murder in China Basin,Triangle Square,Acapulco H.E.A.T.,413 Hope St.,Silk Stalkings"
Fernando Bonilla,"An Unknown Enemy,Northern Skies Over Empty Space,Narcos: Mexico,Estanislao,The Search,Comedy Central Duelo de Comediantes S2,Opa Popa Dupa"
María Rojo,"El Secreto del Retrato,Mi Canción,Podcast, Rapaces Nocturnos,Mejor Vida,Mi fortuna es amarte,Narcos: Mexico,El día que me perdí,Tespis Teporocho,Lady of Steel,La prima,Cien años con Juan Rulfo,Su nombre era Dolores, la Jenn que yo conocí,Sincronía,Hasta Que Te Conocí,Ramona y los escarabajos,Until the End of Time,The Perfect Dictatorship,The Hours with You,The Popcorn Chronicles,Jirón de Niebla,Cloroformo,El Albergue,Como dice el dicho,Mujeres asesinas,Gritos de muerte y libertad,Hell,The Attempt Dossier,Wild Heart,Me importas tú... y tú,Todos hemos pecado,Mañana es para siempre,El garabato,Under the Same Moon,El malogrado amor de Sebastián,Un mundo maravilloso,Alborada,Dos auroras,Momento extraño,Casados con hijos,Mariana de la noche,El misterio de los almendros,El edén,La duda,To Love Too Much,Lo que callamos las mujeres,Violet Perfume: No One Is Listening,Ellas, inocentes o culpables,Crónica de un desayuno,El amor de mi vida,Reclusorio,Esmeralda Comes by Night,Reencuentros,Alta tensión,De muerte natural,La antorcha encendida,La mudanza,Te sigo amando,Doble indemnización,Los vuelcos del corazón,¿Por qué nosotros no?,Salón México,Midaq Alley,Amor que mata,La señorita,Móvil pasional,Buscando el paraíso,Las mil y una aventuras del metro,Encuentro inesperado,Autumn,El chupes,La casa de los cuchillos,Forbidden Homework,Tequila,Al caer la noche,Infamia,Muchachitas,Go to Work, Vagabond II,Danzón,Homework,Triste recuerdo,El extensionista,Bathroom Intimacy,Con el miedo en las venas,Hora marcada,The Legend of the Mask,La sombra del ciprés es alargada,Morir en el golfo,Cuando llega el amor,Las asesinas del panadero,Red Dawn,Lo blanco y lo negro,The Other Crime,Día de muertos,Break of Dawn,Greene, los caminos del poder y la gloria,Los confines,Zapata en Chinameca,Lo que importa es vivir,Las inocentes,Me llaman la Chata Aguayo,Robachicos,Astucia,Viaje al paraíso,Desde el cristal con que se mire,El corazón de la noche,Bajo la metralla,Las apariencias engañan,Confidencias,La víspera,Nosotras las mujeres,The Oil Conspiracy,Amor prohibido,Añoranza,La hermana enemiga,Mary My Dearest,No todo lo que brilla es oro,Naufragio,Nuevo mundo,Acompáñame,Idilio,Lo mejor de Teresa,Las poquianchis (De los pormenores y otros sucedidos del dominio público que acontecieron a las hermanas de triste memoria a quienes la maledicencia así las bautizó),The Heist,Ven conmigo,Candy Stripe Nurses,Los miserables,Mi rival,The Castle of Purity,The Cubs,El edificio de enfrente,Pequeñeces,Memories of the Future,Casa de huespedes,Vivimos en una estrella,El profesor Valdez,Besos prohibidos,Teatro fantástico"
Alejandra Guilmant,"Not you, Not Now,Misión: Peligroso,Mantis,Here on Earth,Narcos: Mexico,Alejandro Fernández: Te olvidé,Taquero,Sin regresos,Érase una vez,Compadres,A la mala,Likeness"
Joshua Okamoto,"Sex, Shame and Tears 2,Muerte al verano,The Club,Con olor a guanajuato,¡Yo soy yo!,Narcos: Mexico"
Beau Mirchoff,"Good Trouble,Narcos: Mexico,Now Apocalypse,I'm Dying Up Here,The Fosters,Flatliners,Party Boat,Ride Overshare,All Summers End,Good Fortune,On Hiatus with Monty Geer,Divorce: The Greatest Hits,Awkward.,The Murder Pact,Aquarius,See You in Valhalla,Poker Night,Awkward. Webisodes,Born to Race: Fast Track,Camp Sunshine,The Secret Lives of Dorks,The Wizards Return: Alex vs. Alex,CSI: Crime Scene Investigation,The Protector,CSI: Miami,I Am Number Four,Desperate Housewives,Stranger with My Face,The Grudge 3,Heartland,In the Land of Women,Scary Movie 4,Romeo!"
Natasha Esca,"Una Great Movie,Misterio en Marbella,Luis Miguel: The Series,Motion Detected,Barb and Star Go to Vista Del Mar,Año Cero El Exilio,Break In,In Other Words,How to Survive Being Single,Run Coyote Run,Noches con Platanito,Narcos: Mexico,Cine Loteria,La prima,Dos Lagos,Sense8,Loco Love,Waking Up with You,Un día cualquiera,Compadres,Workers"
Yessica Borroto Perryman,"Sound of Freedom,Narcos: Mexico,Charity,Before the Ferry Arrives,No Country for Young Men,Four Seasons in Havana,Vientos de la Habana,Tiznao"
Tessa Ia,"2+2,How Do I Look?,The House of Flowers: The Movie,De Brutas, Nada,Nahui,Henry D'Arthenay & Tessa Ia - Henry Cruel,Unstoppable,Sin regresos,Preludio a una Siesta,Narcos: Mexico,Rubirosa 3,Road to Mars,The Eternal Feminine,Sonata y bronce,Pink Magnolia,El Capitán Camacho,Dulce Dolor,Monstruo,Reflexion,Corre Sin Mirar Atrás,After Lucia,The Burning Plain,Rebelde"
Vladimir Cruz,"Narcos: Mexico,Habana me matas,En el corredor de la muerte,Los buenos demonios,Four Seasons in Havana,Vientos de la Habana,The Human Thing,The Ignorance of Blood,7 Days in Havana,The Reasons of the Heart,La ventaja del Sicario,Afinidades,El hilo de Ariadna,Intermezzo,Horn of Plenty,La mala,Che: Part One,La dársena de poniente,The Wooden Box,Civilizados,Aquí no hay quien viva,...en fin, el mar,Marco línea perdida,De colores,Arcibel's Game,Viva Sapato!,Policías, en el corazón de la calle,El comisario,The Waiting List,Un paraíso bajo las estrellas,Muertesita, una historia de amor,La rumbera,A las once en casa,Little Tropikana,La deuda,Cuba libre - Velocipedi ai tropici,Turno de oficio: Diez años después,¡Ay, Señor, Señor!,Strawberry & Chocolate,La botija,Capablanca,Una novia para David"
Kristen Gutoskie,"Doug Ever After,Narcos: Mexico,Y: The Last Man,Chicago Fire,Jonesin',All the World Is Sleeping,The Handmaid's Tale,Eat Wheaties!,Lethal Weapon,The Maestro,Sightless,Relationship Status,The Vampire Diaries,Containment,The Dust Storm,5PiX,Instagram: A Caption Story,Playground of Dreams,That's So Relatable: Soon or Later,Republic of Doyle,Beaver Falls,Originals,Being Erica,Moon Point,Rookie Blue,Blink,Breakout Kings,Aaron Stone,Vacation with Derek,Pure Pwnage,Recession Dating,Manson, My Name Is Evil,Verdict in Blood,System Crash,In a Heartbeat,Real Kids, Real Adventures,Restless Spirits"
Alex Knight,"Iris,Chupa,Big Sky,The Marksman,Home Movies,Joust,The Punishment,Narcos: Mexico,Willa,Vice,Legion,Death Planet Rescue,Broken Sidewalk,Thank You, 5,Falling,Cowboy Drifter,Last Week Tonight with John Oliver,Acrid,New York Prison Break the Seduction of Joyce Mitchell,Enter the Dojo,Slow Wallet,Preacher,Transpecos,The Ridiculous 6,The Condemned 2,Solitary,Maze Runner: The Scorch Trials,Sicario,The Messengers,Low/Fi,Manhattan,Outlaw Prophet: Warren Jeffs,The Night Shift,Frontera,Dispose of Us,After the Fall,Frank,The Guest,Overlook, NM,There's Probably Treasure,The Lone Ranger,500 MPH Storm,Breaking Bad,In Plain Sight,10 Years,Date Doctor TV,Validation,Hibiscus,Scoundrels,Friendship!,Foam,Easy Money,Flicker,Food for Thought,Swing Vote,Hamlet,Mall Cop,Always and Everyone"
Damayanti Quintanar,"The Silent Path,Viajeros,Búnker,Narcos: Mexico,La Muchacha Que Limpia,Grandma's Last Wishes,The Search,Run Coyote Run,Vagoneros,Como Novio de Pueblo,Selena's Secret,El Cesar,Mita y Mita,El Vato,El que busca, encuentra,Las Bodas de Malena,Hasta Que Te Conocí,El Capitán Camacho,Barrio Bravo,Kipatla,Pacientes,Historias de la Virgen Morena,La Clinica,Contratiempo,Ella y el Candidato,Sin ella,Sucedió en un día,Atmosphere,Tiempo final,Paradas contínuas,Gloves of Stone,Hermanos y detectives,Cerraduras,El jardín que se seca,Sin Nombre,Decisiones,Terminales,Under the Salt,Mujeres asesinas,Casi divas,Enemigos íntimos,El último justo,Used Parts,Bad Girls,Resisting Life,10:15,Los Plateados,La nao de China"
Andres Londono,"Banter,Thousand Fangs,Llanto Maldito,The Wrong Real Estate Agent,Romeo Is Breathing,Narcos: Mexico,Wild District,The Wrong Cruise,Baja,Happily Never After,Fear the Walking Dead,Grand Theft Auto V,Mistresses,Ghost Recon: Future Soldier,Crew 2 Crew,Uncharted 3: Drake's Deception,Modern Family,Veda,The Ambassador's Wife,The Unit,Kingdoms of Grace,The Journey,Truly Famous,Spin,Bones,Wassup Rockers,The Comeback,Constantine,Los jornaleros"
Ana Cecilia Azulea,"Narcos: Mexico,Tras bambalinas"
Adolfo Madera,"The Wingwalker,Contratiempo,Hypocrisis,Narcos: Mexico,S.W.A.T.,Insolación,Uzi,Horas De Expreso,Cuando la Rumorosa Calla,Limbo,Luis Miguel: The Series,The Darkest Days of Us,Revolver Mind,El Chema,Fear the Walking Dead,Hostile Border,The Hamsters,El Porvenir,Workers,Damned Tijuana,Sin pecado,Contra El Mar,Una pared para Cecilia,El porvenir,Disculpe las molestias,Northless,Forbidden Border,La tercer orden,Suspiro Final"
Adriana Llabres,"Cuando te escucho cantar, olvido,El Sueño de Ayer,Emboscada,Un Retrato de Familia,Valentino,I Fausto,Narcos: Mexico,The Guest,Cosas imposibles,Breve,The Search,The House of Flowers,Run Coyote Run,Selena's Secret,Leona,Sin tu mirada,La Fiscal de Hierro,Neon Lights,Las 13 Esposas de Wilson Fernandez,Freddy tries with sailboats,Que Pena Tu Vida,Manual de principiantes para ser presidente,Tales of Mexico,El Capitán Camacho,I Don't Trust Men Anymore,Yo no creo en los hombres... el origen,Historias de la Virgen Morena,Paramedicos,Cada quien su santo"
José Zúñiga,"Griselda,The Descendant,Sound of Freedom,Todos Bailaban,Westworld,Chicago P.D.,Electromagnetic,Narcos: Mexico,Reefa,The Expanse,Half Brothers,Madam Secretary,Hawaii Five-0,For The People,Headlock,The Rookie,New Amsterdam,The Blacklist,Baja,American Crime Story,Snowfall,The Dark Tower,A Place in the Caribbean,The Most Hated Woman in America,Shooter,Assistant Living Show,Notorious,Agents of S.H.I.E.L.D.,Better Things,From Dusk Till Dawn: The Series,The Duel,Code Black,Victor,Diablo,The Player,Criminal Minds,The Night Shift,How to Get Away with Murder,Mary Loss of Soul,Scorpion,The Last Ship,Taxi Brooklyn,The Alternate Life,Body of Proof,The Call,Widow Detective,Burn Notice,666 Park Avenue,The Forger,Harry's Law,Scandal,Desperate Housewives,Eye of the Hurricane,House,Person of Interest,A Gifted Man,Suits,The Event,The Chicago Code,Off the Map,The Chaperone,Childrens Hospital,Smell the Coffee,Law & Order: Criminal Intent,Ghost Whisperer,Castle,CSI: Crime Scene Investigation,The Station,Nip/Tuck,Lie to Me,Dark Blue,Medium,Grey's Anatomy,Twilight,CSI: Miami,The Tree,Saving Grace,NCIS,Next,Tortilla Heaven,Justice,The O.C.,Numb3rs,Prison Break,Law & Order,Dexter,Undoing,24,Mission: Impossible III,Lies and Alibis,Bones,The Shield,Alias,Constantine,ER,Century City,Law & Order: Special Victims Unit,Karen Sisco,Dragnet,The Hunted,Touched by an Angel,Crossing Jordan,That's Life,Snow White: The Fairest of Them All,For Love or Country: The Arturo Sandoval Story,The Crew,Get Real,Gun Shy,Happy Accidents,The Opportunists,Nothing Sacred,Sins of the City,Next Stop Wonderland,A Small Taste of Heaven,Mad About You,Con Air,Prince Street,Hurricane Streets,Day of the Warrior,Ransom,Striptease,For Which He Stands,New York Undercover,Money Train,Flirt,Stonewall,The Cosby Mysteries,Blue in the Face,Smoke,NYPD Blue,Nadja,The Cowboy Way,Crooklyn,Fresh Kill,Fresh,The Good Policeman,Alive,Riding the Rails"
Ernesto Alterio,"El cuarto pasajero,Santa Evita,You Shall Not Lie,More the Merrier,Mis otros yo,Someone Has to Die,Unknown Origins,Crónica de una tormenta,A Normal World,Te quiero, imbécil,Advantages of Travelling by Train,I Can Quit Whenever I Want,El pacto de los estudiantes,Narcos: Mexico,Gun City,Cable Girls,Perfect Strangers,Legalize Já: Amizade Nunca Morre,Rumbos,Web Therapy,Incidencias,Sexo fácil, películas tristes,Dolor,Who Killed Bambi?,People in Places,La montaña rusa,Marco,Ivan's Dream,Clandestine Childhood,Amigos...,Las viudas de los jueves,La chica de ayer,7.5 Steps,Rivales,Rain,Vientos de agua,The 2 Sides of the Bed,The Method,Entre nosotros,Semen, a Love Sample,Swindled,Muertos comunes,Football Days,Ivan's Seesaw,Desire,The Other Side of the Bed,Bunuel and King Solomon's Table,Desaliñada,Luna's Game,Kasbah,Yoyes,El diablo en el paraíso,Los lobos de Washington,Cuarteto de La Habana,Barbaric Years,Vínculo,Insomnio,A mí quién me manda meterme en esto,Dos por dos,Todos los hombres sois iguales,Caminantes nocturnos,Not Love, Just Frenzy,Tengo una casa,Mi nombre es sombra,The Short Walk,La boutique del llanto,Belmonte,Morirás en Chafarinas,La regenta,Colegio mayor,Lleno, por favor,Wild Tango,The Young Picasso: 1881-1906,Hora final,Shooting Elizabeth"
Alessandro Borrelli,"Narcos: Mexico,World War Rocky"
Sergio Jurado,"Yankee,Abyss of Passion,Triunfo del amor,Atrévete a soñar,Soy tu dueña,Wild Heart,Un gancho al corazón,Burden of Guilt,Juro que te amo,Al diablo con los guapos,Palabra de mujer,Storm Over Paradise,Pasión,Amor mío,Duel of Passions,Peregrina,Código postal,Barrera de amor,Piel de otoño,Rubí,De pocas, pocas pulgas,Clap!... El lugar de tus sueños,El juego de la vida,El Dragón: Return of a Warrior,Narcos: Mexico,Te juro que yo no fui,El Chapo,Luis Miguel: The Series,Papis muy padres,Fausto,La rosa de Guadalupe,Manual de principiantes para ser presidente,A que no me dejas,Shadows of the Past,Por siempre mi amor,La mujer del Vendaval,Me Late Chocolate,La mala luz,Como dice el dicho,El encanto del águila,Rafaela,Gritos de muerte y libertad,Llena de amor,Verano de amor,Amar a morir,Juro que te amo,Dos abrazos,Vecinos,Ellos robaron la picha de Hitler"
Noé Hernández,"La hija de todas las rabias,El sapo de cristal.,Hijo mío,Narcos: Mexico,Finlandia,Nudo mixteco,Son of Monarchs,Kokoloko,Tijuana Bible,ZeroZeroZero,Una Canción para María,Hierba Mala,Historia de una aurora y dos ocasos,Arcángel,The Tenants,Eight Out of Ten,Bel Canto,Tiempo de lluvia,Knife + Heart,Betrayal,Opus Zero,My Demons Never Swore Solitude,Run Coyote Run,De Familia,Bajo tu Influencia,El Vigilante,Tales of Mexico,La Hermandad,The Taste of the Knuckles,Hysteria,We Are the Flesh,A Monster with a Thousand Heads,600 Miles,El Más Buscado,Hilda,Sexennial Plan,El Porvenir,Perpetual Sadness,The Perfect Dictatorship,Crónica de Castas,Cesar Chavez,Accion en Movimiento,Perfidia,Cinco de Mayo, La Batalla,Chalán,En el ombligo del cielo,The Doldrums or How to Cure Sadness,Ratitas,Colosio,En Aguas Quietas,La jaula,Fronteras,Miss Bala,Capadocia,Itch,El baile de San Juan,Hell,We Are What We Are,Vaho,Love on a Wkend,Sin Nombre,Espiral,Casi divas,Propiedad ajena"
Mark Kubr,"Moonrise,Lone Star Bull,Prisoner's Daughter,Reagan,This Game's Called Murder,The Mandalorian,L.A.'s Finest,Mighty Oak,Palm Springs,Magic Kingdom,Veronica Mars,Boléro,Captain Marvel,NCIS: New Orleans,The Thinning: New World Order,Age of Summer,Lodge 49,I'm Dying Up Here,Westworld,NCIS: Los Angeles,Hotel Artemis,Den of Thieves,Playground,Lethal Weapon,Fear the Walking Dead,Animal Kingdom,Get Shorty,Phoenix Forgotten,CHIPS,The Space Between Us,Dancing with the Stars,La La Land,House of Lies,All the Way,The Nice Guys,Criminal Minds: Beyond Borders,Agent X,Hand of God,The Last Ship,Ted 2,Terminator Genisys,Hot Pursuit,Furious 7,CSI: Cyber,Sons of Anarchy,Legends,Dawn of the Planet of the Apes,Snapshot,Legit,Castle,Transcendence,Captain America: The Winter Soldier,Revolution,Out of the Furnace,Plush,The Lone Ranger,Iron Man 3,Scenic Route,Up All Night,Ted,Black November,Eagleheart,The Courier,90210,Immortals,Pistachio - The Little Boy That Woodn't,Carnal Innocence,Judy Moody and the Not Bummer Summer"
Mauricio Isaac,"Lluvia,El hombre sin rostro,Toxic,Narcos: Mexico,The Black Minutes,The Five Juanas,Love Spells,Los Dias Que No Estuve,El Candidato,Barbara's Sins,Guadalupe Reyes,Suffocation,Propiedad Privada,Mamá se fue de viaje,Mentada de Padre,Sitiados: México,Compulsion,Selena's Secret,The Mongolian Conspiracy,Eres mi pasión,José José: El príncipe de la canción,Diablo Guardián,Ana y Bruno,La Doña,3 idiotas,40 y 20,Nocturno,Km 31-2,Sr. Ávila,El Vato,Hasta Que Te Conocí,La Hermandad,Juana Inés,El Torito,Walking Distance,Love from the Hood,En defensa propia,Desde Abajo,Señorita Pólvora,Estrellas solitarias,Los Detalles Olvidados,Los Reyes del Juego,El Más Buscado,Villa, itinerario de una pasión,Crónica de Castas,Cinco de Mayo, La Batalla,No Me Mandes a Mi,XY. La revista,Capadocia,El encanto del águila,Así es la suerte,Ya no se sabe,Bienvenida Realidad,Gritos de muerte y libertad,Hell,Abel,Terminales,It's Better If Gabriela Doesn't Die,Tiene la tarde ojos"
José Julián,"The Naked Man,Scrambled,Narcos: Mexico,The Society,Boogeyman Pop,Murder in the Woods,Cocaine Godmother,Shameless,USS Indianapolis: Men of Courage,Mad Dogs,Spare Parts,The Bridge,Thank You Card,Star Tails,A Better Life,Mi verdad"
Jero Medina,"Blackout,The Wingwalker,Soy tu fan,Belle De Jour Remake,Manos De Oro,Somos.,Narcos: Mexico,Bx3M,Gala & Godfrey,Love from the Hood,Tabloid,Rico's Last Fight,Tracked,Excuse Me for Living"
Edmundo Vargas,"No fue mi culpa: México,The Search,Narcos: Mexico,Imposters,La querida del Centauro,LUCHA: Fight, Wrestle, Struggle,Perseguidos,Un día cualquiera,El Canto del Zenzontle,Cambio de vida"
Nicolás de Llaca,"Narcos: Mexico,Hijos de su madre,Onedollar"
Ivana Plantier,"Narcos: Mexico,The Beauty and the Beasts"
Lenny Jacobson,"Peacemaker,For All Mankind,The Blank's YPF,Station 19,Bumblebee,Narcos: Mexico,Like Father,The Resident,Major Crimes,Frequency,Halt and Catch Fire,Grimm,The Veil,NCIS: Los Angeles,Bros,Big Time in Hollywood, FL,Shameless,Selling Religion,Bad Teacher,Next Time on Lonny,Bipolar,The Crazy Ones,Jessie,Behind The Candelabra,Modern Family,The New Normal,Jobs,CSI: Crime Scene Investigation,A Christmas Wedding Date,Rizzoli & Isles,Nurse Jackie,Celeste & Jesse Forever,NCIS,Law & Order: LA,Hard Hats,Southland,Mayne Street,Period Party,October Road,Las Vegas,Girl Camp,Entourage"
Guillermo Villegas,"La novia de América,Harina,5egundos,The Waiter,Escuela para Seductores,La Culpa es de La Malinche,The Search,La Bandida,Narcos: Mexico,Una Mujer Sin Filtro,Érase una vez,M.A.M.O.N. (Monitor Against Mexicans Over Nationwide),Carmín Tropical,Barbarous Mexico,The Empty Hours,Hacia Asia,Days of Grace,Sucedió en un día,Atmosphere,Raging Sun, Raging Sky,Sin Nombre,40° a la sombra,Jugando con la muerte"
Miguel Rodarte,"Zhai,Búnker,The Envoys,Luis Miguel: The Series,Little Eggs: An African Rescue,Destilando México,Amalgama,Y cómo es él?,Narcos: Mexico,Las Buchonas de tierra blanca,Un Papá Pirata,Noches con Platanito,Mexican Standoff,Perfect Strangers,El Candidato Rayo,Paramedicos,Time Share,Cinderelo,Perseguidos,Macho,Un caballo llamado Elefante,Drunk History: El Lado Borroso De La Historia,Ruta 35,Cumbia Ninja,Tiempos Felices,Darker Than Night,El cielo es azul,Nueva vida,Las paredes hablan,Los héroes del norte,I Hate Love,Border Run,Colosio,Days of Grace,Private Pérez,Hidalgo - La historia jamás contada.,Gritos de muerte y libertad,Hermanos y detectives,Alma de hierro,El cártel,Bitten Bullet,Suite Deseo,Amar a morir,Sexo y otros secretos,Purgatorio,Mujeres asesinas,Che: Part One,Tiempo final,Verano 79,Karma,Volvo en un minuto,Gente bien... atascada,On the Edge,Feliz cumpleaños,The Champion,Tired of Kissing Frogs,Después de la muerte,Rebelde,Yo también te quiero,La última noche,Mujer, casos de la vida real,Las lloronas,Casa de los babys,Clase 406,The Tiger of Santa Julia,Mr. I and Mrs. O,Vivir también mañana,Zurdos,Mareas de sueño,La ley de las calles"
Manuel Uriza,"Switch Up,Deadland,Gentefied,Narcos: Mexico,Run Sweetheart Run,Magnum P.I.,Chicago P.D.,Hawaii Five-0,Rambo: Last Blood,Snowfall,Too Old to Die Young,The Infiltrators,The Last Ship,My Demons Never Swore Solitude,Lethal Weapon,NCIS,Better Call Saul,The Son,American Crime,Yo no soy guerrillero,Dios Inc.,Castle,Dream Streets,Agent X,Keeper of the Realm,The Bridge,The First,Magic City,America's Most Wanted: America Fights Back,El Rostro de la Venganza,La Ruta Blanca,El cocodrilo,Fearless Heart,Immigrants,The Talisman,Guerrilla,Malaventura,Una Maid en Manhattan,My Heart Beats for Lola Volcán,Burn Notice,Conundrum,Stevie,4our,Returning,Falling Angel,Passing Through,Spinning Wheels"
Matt Biedel,"The Fall of the House of Usher,Love You, Mama,Aliens Abducted My Parents and Now I Feel Kinda Left Out,The Midnight Club,Midnight Mass,Narcos: Mexico,The Umbrella Academy,Rage Room,Altered Carbon,Open Season,Phoenix Forgotten,Bittersweet,NCIS: New Orleans,Dragonfly,The Secret Life of Marilyn Monroe,NCIS: Los Angeles,Dark Horses,NCIS,Midnight Scorpion,Mad Men,Fortress,GCB,The Healer,Medium,All My Children,Cold Case,Heroes,Numb3rs,Dirt,Cold Play,CSI: Miami,Auteur"
Lorenzo Ferro,"Perfidious,Narcos: Mexico,El marginal,El Angel"
Alberto Guerra,"Griselda,The Shelter,Enfermo Amor,No Abras La Puerta,Narcos: Mexico,Dad Wanted,La Jauría,El Señor de los Cielos,Locos por la herencia,Crime Diaries: The Candidate,For Better, for Worse,Loca Por El Trabajo,The Tenants,Ingobernable,Guerra de Idolos,El que busca, encuentra,Tus Feromonas Me Matan,Sofia,Un día cualquiera,Hasta Que Te Conocí,Caminos de Guanajuato,Siempre tuya Acapulco,Corazón en Condominio,Amor Cautivo,The Fifth Commandment,Emperatriz,Real Estate,Pasión Morena,One for the Road,Decisiones,Secretos del alma,Tear This Heart Out,Capadocia,Vivir por ti,El Pantera,Tired of Kissing Frogs,Los Plateados,Ladrón de Corazones,Vale todo"
Alberto Ammann,"Remember It,Griselda,La noche más larga,Overdose,Presencias,Narcos: Mexico,The Year of Fury,Tales of the Lockdown,Inocencia,The Hunter's Silence,Mars,La octava dimensión,Tócate,Apaches,Narcos,Lazaro: An Improvised Film,The Debt,Betibú,Anna,Combustion,Thesis on a Homicide,Invader,Eva,The Outlaw,No soy como tú,Celda 211,Plan América"
Markin López,"Memorama,Narcos: Mexico,Vecinos,Te acuerdas de mí,Cadaueris Exquis,Rendez-vous,Club de Cuervos,Perras de Barrio 4,An Unknown Enemy,The Ballad of Hugo Sánchez,Lady of Steel,Los tiempos de Héctor,Yago,Huésped,Los Miserables,El Señor de los Cielos"
Horacio Garcia Rojas,"La Sangre que nos Une,The Jesuit,Book of Love,Cry Macho,S.O.Z: Soldados o Zombies,Todo por nada,La Negociadora,Origin Unknown,Diablero,Noches con Platanito,Narcos: Mexico,American Curious,Betrayal,Gringo,Sinvivir,La querida del Centauro,Su nombre era Dolores, la Jenn que yo conocí,Bajo tu Influencia,Hasta Que Te Conocí,The Load,The 4th Company,Texas Rising,Hyena's Blood,Los Detalles Olvidados,La banqueta,A Ciegas,Chiapas the Heart of Coffee,Outlaws,La Ultima Caida,The Compass Is Carried by the Dead Man,The Reasons of the Heart,Walking Vengeance,Virgingate,Julia"
Alejandro Bracho,"Book of Love,Narcos: Mexico,Dance of the 41,El Presidente,Tijuana,Getsemaní: Ego Sum Lux Mundi,Sr. Ávila,Diablo Guardián,Adelfas,Su nombre era Dolores, la Jenn que yo conocí,Texas Rising,Cinco de Mayo, La Batalla,Hoy en Día,Reminiscencia,The Zone,Los Sánchez,Clepsidra,The Other Conquest,Empire,Bésame en la boca,Clear and Present Danger,The Harvest,Strange Ways,The Wrong Man,El abuelo y yo,Highway Patrolman,Tropical Heat,Sandino,Fine Things,Barbarian Queen II: The Empress Strikes Back,Hora marcada,Las asesinas del panadero,Romero,Licence to Kill,Deathstalker and the Warriors from Hell,The Blue Iguana,Asalto cotidiano,Miracles,The Other"
Alejandro Furth,"Narcos: Mexico,Barry,Bosch,Law & Order True Crime,Child for Child,LaGolda,Snowplow,The Kicks,Out of the Dark,Fightercracker,Grand Theft Auto V,The Liberator,Criminal Minds,Revenge,Antifaz,Fallout: New Vegas - Honest Hearts,The Defenders,The Mentalist,Fallout: New Vegas,The Zero Hour,Vuelo IL8714,No soy como tú,Justified,Medium,La nochebuena de Paco y Manolo,Little Miss CEO,CSI: Miami,Plan América,South of Pico,Raines,Mystery Woman,Resilience,What About Brian,Dreamgirls,Studio 60 on the Sunset Strip,Pepper Dennis,Mother,Cuco Gomez-Gomez Is Dead!,Fun with Dick and Jane,Nip/Tuck,The Inside,Alias,Strong Medicine,The Shield,The King of Queens,The Practice,Las Vegas,George Lopez,Upside Down"
Alberto Zeni,"Dandelion,Little Dixie,Ente,Love Is Not Love,Shattering Faith,Coyote Hills,I Am Fear,Narcos: Mexico,La Jaula,Kiko,The Crash,Western Noir,Rajam,Nora,12 Segundos,Tlatelolco, Verano de 68,We Are the Nobles,Chalán,Morelos,Hoy Soy Nadie,Capadocia,Trillizas de colores,XY. La revista,Adictos,Bajo el alma,El encanto del águila,Así es la suerte,El Octavo Mandamiento,Red Dead Redemption,Borderline,Vidas Cruzadas,Half,Braceros,Safehouse,Ablution,Fallout,In Memory of Me,Ya cayo!,La heredera,Mirada de mujer: El regreso,Lo que callamos las mujeres"
Bobby Soto,"Bridge to Somewhere,Flamin' Hot,Narcos: Mexico,Bust,The Tax Collector,The Quarry,For The People,S.W.A.T.,The Closet,Sifting: Blowing Fire,History Day,The Deal,The Incident(s) at Paradise Bay,Monster Survival Guide,Besties,Generator Rex,A Better Life,Change of Plans,Lie to Me,Brothers & Sisters,The Closer,Cold Case"
